name,domain,city,countryCode,creatioLastActivityDisplayTimestamp,creatioLastContactDisplayTimestamp,creatioOwner,creatioStatus,creatioTeam,crunchbaseCategoryList,currentEmployeeCount,employeeCountGrowth,state,totalFunding
RealWork,realworklabs.com,Austin,USA,2026-02-06T15:42:03.772000,2026-02-06T15:42:03.772000,Hannah Ditmars,S2,SW,Software,87,23.0,Texas,2500000
Realytics,realytics.com,Wilmington,USA,2026-01-28T00:00:00,2026-01-28T00:00:00,Cassidy Piersiak,B,I&C,"B2B,Market Research",32,10.0,DE,1000000
Reasint,reasint.com,Leawood,USA,2026-01-30T15:03:43.792893,2026-01-30T15:03:14.606000,None,None,None,"Artificial Intelligence (AI),Information Technology,Medical",21,0.0,Kansas,
Recess,recess.tv,San Francisco,USA,2026-02-05T16:02:00.831000,2026-01-29T12:38:30.793000,Juliet Fitzgerald,S2,I&C,"Fitness,Wellness",31,63.0,California,1400000
Redrob,redrob.io,Noida,IND,2026-02-04T08:38:50.824000,2026-02-04T08:38:50.824000,Jim Ferry,B,I&C,"Information Technology,Outsourcing,Software",,,Uttar Pradesh,16517400
ReferPro,referpro.com,Lehi,USA,2026-02-06T11:40:12.330000,2026-01-29T13:31:45.470000,Justin Chung,S3,SW,None,25,39.0,Utah,3199998
Refresh,refreshplatform.com,New York,USA,2026-02-02T14:41:26.201000,2026-02-02T14:41:26.201000,Sinjon Goldberg,S3,SW,"Analytics,Employee Benefits,Enterprise Software,Human Resources,Information Technology,SaaS,Software,Wellness",43,0.0,New York,1550000
ReMatter,rematter.com,Palo Alto,USA,2026-02-02T14:47:10.151000,2026-02-02T14:47:10.151000,Tomy Han,B,SW,None,43,-10.0,California,20000000
Remi,remihq.com,Lehi,USA,2026-02-06T17:01:14.615000,2026-02-06T17:01:14.615000,Carolyn Woll,S3,I&C,"Construction,Home Improvement,Software",31,35.0,Utah,21500000
Rendair,rendair.ai,Miami,USA,2026-02-04T12:26:05.933372,2026-02-04T08:55:00,Cassidy Piersiak,S2,I&C,None,12,50.0,Florida,2100000
ResilienX,resilienx.com,New York,USA,2026-01-29T13:02:10.603000,2026-01-29T13:02:10.603000,Chad Kemmerer,C,SW,"Aerospace,Military,Software",16,0.0,New York,500000
Restoke.ai,restoke.ai,Melbourne,AUS,2026-02-03T13:26:22.091000,2026-02-03T13:26:22.091000,Trevor Eckler,B,SW,"Apps,Artificial Intelligence (AI),Facility Management,Hospitality,Restaurants",25,56.0,Victoria,3522007
RetailReady,retailreadyai.com,San Francisco,USA,2026-02-02T16:10:41.407000,2026-02-02T16:10:41.407000,Nikki Schwenk,B,SW,"Apps,Logistics,Software",13,18.0,California,3800000
RETR,retr.app,None,None,2026-02-03T10:05:29.728000,2026-02-03T10:05:29.728000,Tiger Henderson,S3,SW,"Apps,Mortgage,SaaS",15,275.0,,
Reval Recruiting,reval.site,Redwood City,USA,2026-02-04T08:48:25.351000,2026-02-04T08:48:25.351000,Zane Salameh,C,I&C,None,24,60.0,California,
Revenir,revenir.ai,London,GBR,2026-02-04T10:08:15.219000,2026-02-04T10:08:15.219000,Cassidy Piersiak,B,I&C,"Banking,Finance,FinTech",,,,
"Revir Technologies, Inc.",revir.ai,Austin,USA,2026-02-03T08:26:43.859315,2026-02-03T08:26:08.080000,None,C,None,"Information Technology,Software",5,0.0,Texas,2385997
Revivn,revivn.com,New York,USA,2026-02-03T11:36:17.227000,2026-02-03T11:36:17.227000,Michael Brannan,A,SW,"Electronics,Hardware,Humanitarian,Non Profit,Recycling",105,24.0,New York,100000
RevOps Health,revops.health,Wellesley,USA,2026-01-29T16:45:07.157000,2026-01-29T16:45:07.157000,Hannah Ditmars,C,SW,"Analytics,Health Care,Information Technology,Software",7,0.0,Massachusetts,2861250
R.grid,rgrid.tech,London,GBR,2026-02-05T12:25:35.689000,2026-02-05T12:25:35.689000,Chad Kemmerer,C,SW,"Artificial Intelligence (AI),Machine Learning,Software",28,180.0,"London, City of",8042822
Rightfully,rightfully.com,New York,USA,2026-02-04T14:29:53.110000,2026-02-04T14:29:53.110000,Ainsley Radell,B,I&C,"Analytics,Business Intelligence,E-Commerce,E-Commerce Platforms,Marketplace",22,-4.0,New York,
Rise,riseworks.io,New York,USA,2026-01-28T17:21:00,2026-01-28T17:21:00,Sinjon Goldberg,S2,SW,"Blockchain,Bookkeeping and Payroll,Compliance,Human Resources,Web3",83,89.0,New York,10100000
RiskSmart,risksmart.com,Manchester,GBR,2026-01-07T13:40:13.305000,2026-02-04T08:31:00,Ella Steinhilber,A,SW,"Compliance,Information Technology,Risk Management",47,57.0,Manchester,1207145
Rithmm,rithmm.com,Boston,USA,2026-01-28T15:29:42.130000,2026-01-28T15:29:42.130000,Danielle Brown,A,I&C,"Analytics,Information Technology,Predictive Analytics,Sports",7,-56.0,Massachusetts,4499998
Roopairs,roopairs.com,Pleasanton,USA,2026-01-29T17:57:10.537000,2026-01-29T17:57:10.537000,Justin Chung,B,SW,"Food and Beverage,Hospitality,Restaurants,SaaS,Service Industry,Software",9,-18.0,California,
Rubie,rubiehq.com,New York,USA,2026-01-27T11:12:38.369000,2026-02-08T19:00:00,Danielle Brown,C,I&C,"Enterprise Software,Software,Software Engineering",12,100.0,New York,3200000
RxMapper,rxmapper.com,Scottsdale,USA,2026-01-30T12:54:44.202000,2026-01-30T12:54:44.202000,Cassidy Piersiak,B,I&C,"Biotechnology,Employee Benefits,Health Care",26,8.0,Arizona,8200000
Saltfish,saltfish.ai,Stockholm,SWE,2026-01-28T11:47:56.641000,2026-01-28T11:47:56.641000,Cassidy Piersiak,B,I&C,"Audio,Video",4,100.0,Stockholm,730000
Sandbox Wealth,sandboxwealth.com,New York,USA,2026-02-06T09:22:44.801000,2026-02-06T09:22:44.801000,Juliet Fitzgerald,C,I&C,"Financial Services,FinTech,Software,Wealth Management",12,50.0,New York,1250000
Sandy Health,sandyhealth.com,None,None,2026-02-02T15:01:27.467000,2026-02-02T15:01:27.467000,Cassidy Piersiak,B,I&C,None,,,,1500000
Scaler,scalerglobal.com,New York,USA,2026-02-04T19:47:30.567000,2026-02-04T19:47:30.567000,Sinjon Goldberg,C,SW,"Internet,Real Estate,Software",47,18.0,New York,12750000
Science On Call,scienceoncall.com,Chicago,USA,2026-01-30T17:44:08.671000,2026-01-30T17:44:08.671000,Hannah Ditmars,B,SW,"Artificial Intelligence (AI),Information Technology,Point of Sale,Restaurants,Software",21,40.0,Illinois,4349250
SCmple,scmple.com,Princeton,USA,2026-01-29T17:02:20.493000,2026-01-29T17:02:20.493000,Chad Kemmerer,C,SW,None,10,25.0,New Jersey,
Scopeworker,scopeworker.com,Miami,USA,2026-02-03T13:06:45.580000,2026-02-03T13:06:45.580000,Justin Chung,S1,SW,"Cloud Computing,Enterprise Applications,Enterprise Resource Planning (ERP),Enterprise Software,FinTech,Payments,Procurement,SaaS,Service Industry,Software",47,-23.0,Florida,
Scout,scoutclimate.com,None,None,2026-01-28T17:42:10.681000,2026-01-28T17:42:10.681000,Nikki Schwenk,A,SW,None,,,,
Scribenote,scribenote.com,Kitchener,CAN,2026-02-04T10:03:41.047000,2026-02-04T10:03:41.047000,Cassidy Piersiak,B,I&C,"Artificial Intelligence (AI),Document Management,SaaS,Software",27,29.0,Ontario,8210000
Scriptology,scriptologyhealth.com,Atlanta,USA,2026-02-04T17:20:22.560000,2026-02-04T17:20:22.560000,Ainsley Radell,S2,I&C,"Health Care,Hospital",19,138.0,Georgia,
S-Docs,sdocs.com,New York,USA,2026-02-05T11:58:48.442000,2026-02-05T11:58:48.442000,Nikki Schwenk,S2,SW,"Cloud Computing,CRM,Enterprise Software,SaaS,Software",49,0.0,New York,
SecondShop,secondshop.ca,Burlington,CAN,2026-02-02T08:25:12.994000,2026-01-30T18:56:00,Cassidy Piersiak,B,I&C,"E-Commerce,Marketplace,Retail",36,140.0,Ontario,1471968
Sellfire,sellfire.com,Austin,USA,2026-02-06T14:08:00.560324,2026-02-06T14:07:31.596000,Nikki Schwenk,S2,SW,"Apps,Artificial Intelligence (AI),Consulting,Information Technology,Sales,Software,Training",36,13.0,Texas,100007
Sema,semasoftware.com,Baltimore,USA,2026-02-02T11:32:03.771000,2026-02-02T11:32:03.771000,Justin Chung,S2,SW,"Developer Tools,Enterprise Software,Software",70,59.0,Maryland,850000
trumpet 🎺,sendtrumpet.com,London,GBR,2026-02-06T17:19:08.574000,2026-02-06T17:19:08.574000,Michael Brannan,S3,SW,"Marketing,SaaS,Sales,Sales Automation,Software",51,46.0,"London, City of",9589799
Sensos,sensos.io,Berlin,GER,2026-02-01T16:21:41.206000,2026-02-01T16:21:41.206000,Ella Steinhilber,B,SW,"Information Technology,Supply Chain Management",48,26.0,Berlin,20000000
SewerAI,sewerai.com,Walnut Creek,USA,2026-02-02T18:32:08.666000,2026-02-02T18:32:08.666000,Michael Brannan,A,SW,"Artificial Intelligence (AI),Infrastructure,Machine Learning,Software",94,40.0,California,18500000
ShipSaving,shipsaving.com,Los Angeles,USA,2026-02-04T13:47:09.701000,2026-02-04T13:47:09.701000,None,B,None,"B2B,Developer APIs,E-Commerce,Shipping,Software,Supply Chain Management",15,0.0,California,
Sidebar,sidebar.com,Santa Monica,USA,2026-02-02T08:27:00.953991,2026-01-28T18:28:31.294000,None,A,None,"Apps,Content,Mobile,Personalization",81,-10.0,California,13600000
Silkline,silkline.ai,Chicago,USA,2026-02-06T13:29:59.304000,2026-02-06T13:29:59.304000,Chad Kemmerer,B,SW,None,13,86.0,Illinois,4000000
Simuhealth,simu.health,Vancouver,CAN,2026-02-02T11:53:13.699000,2026-02-02T11:53:13.699000,Trevor Eckler,C,SW,None,15,650.0,British Columbia,2620000
SiteLabs,sitelabsglobal.com,Anderson,USA,2026-02-05T14:23:37.048087,2026-02-05T14:23:15.703000,None,B,None,"Health Care,Medical,Test and Measurement",15,50.0,South Carolina,2250000
SketchDeck.ai,sketchdeck.ai,Edmonton,CAN,2026-02-06T16:04:55.075000,2026-02-06T13:34:03.557000,Chad Kemmerer,B,SW,"Artificial Intelligence (AI),Machine Learning,Software",18,100.0,Alberta,120000
SKIO Music,skiomusic.com,Vancouver,CAN,2026-02-04T15:22:30.791000,2026-02-03T11:22:49.435000,Juliet Fitzgerald,A,I&C,"Collaboration,Legal,Marketplace,Music",22,10.0,British Columbia,
Skyfire,skyfireai.com,Huntsville,USA,2026-02-03T10:19:53.200000,2026-02-03T10:19:53.200000,Nikki Schwenk,S2,SW,"Aerospace,Artificial Intelligence (AI),Data Visualization,Drones",1,0.0,Alabama,
Skyvern,skyvern.com,San Francisco,USA,2026-02-05T14:24:29.856000,2026-02-05T14:24:29.856000,Chad Kemmerer,B,SW,"Artificial Intelligence (AI),Data Center Automation,Software",9,80.0,California,500000
Sluicebox,sluicebox.ai,Austin,USA,2026-01-30T09:10:54.121000,2026-01-30T09:10:54.121000,Chad Kemmerer,C,SW,"Data Integration,Database,Manufacturing,SaaS,Semiconductor",12,50.0,Texas,4600000
SmartPM Technologies,smartpmtech.com,Atlanta,USA,2026-01-28T17:33:48.418000,2026-01-28T17:33:48.418000,Michael Brannan,S3,SW,"Construction,PropTech,Real Estate,Software",,,GA,11948602
Snoots,snootsvet.com,London,GBR,2026-02-04T17:19:18.877000,2026-02-04T17:19:18.877000,Ainsley Radell,B,I&C,"Consumer,Health Care,Pet,Veterinary",,,,
Softsmiths,softsmiths.com,Houston,USA,2026-01-29T16:41:06.698000,2026-01-29T16:41:06.698000,Hannah Ditmars,C,SW,"Energy,Software",,,TX,
Soldera,soldera.org,Tartu,EST,2026-01-28T08:57:09.291000,2026-01-28T08:57:09.291000,Chad Kemmerer,A,SW,"Artificial Intelligence (AI),Energy Management,FinTech,Renewable Energy",10,43.0,Tartu,5502381
SoldThrough,soldthrough.com,Austin,USA,2026-02-05T15:46:51.220000,2026-02-05T15:46:51.220000,Cassidy Piersiak,A,I&C,"Business Development,Retail",17,70.0,Texas,
spotixx,spotixx.com,Frankfurt,GER,2026-02-05T12:32:50.208131,2026-02-05T12:32:31.848000,None,B,None,"Artificial Intelligence (AI),Banking,Financial Services,FinTech,Fraud Detection,Machine Learning",26,-7.0,Hesse,
SprintSuite,sprintsuite.com,Melbourne,AUS,2026-02-02T08:45:22.686000,2026-02-02T08:45:22.686000,Ainsley Radell,B,I&C,"Asset Management,Field Support,Mining",20,11.0,Victoria,3500000
Squirrel Compliancy Solutions,squirrelcompliancysolutions.com,Raleigh,USA,2026-02-03T12:36:08.067040,2026-02-03T12:32:50.231000,None,S2,None,None,27,23.0,North Carolina,
Stella,stellaheystella.com,St. Petersburg,USA,2026-01-30T09:55:35.991000,2026-01-30T09:55:35.991000,Justin Chung,B,SW,"Analytics,Data Visualization,Information Technology,Machine Learning",1,0.0,Florida,
Stokelp,stokelp.com,Paris,FRA,2026-01-28T10:07:56.515000,2026-02-05T00:00:00,Cassidy Piersiak,B,I&C,"Environmental Consulting,Environmental Engineering,Food and Beverage",13,-35.0,Île-de-France,3917595
StorageDefender,storage-defender.com,Denton,USA,2026-01-28T14:05:51.072000,2026-01-28T14:05:51.072000,Michael Brannan,B,SW,None,26,8.0,Texas,
State Teachers' Retirement System of Ohio (STRS Ohio),strsoh.org,Columbus,USA,2026-01-29T15:25:17.451254,2026-01-29T15:25:17.451254,Sean Cantwell,A,SW,"Association,Financial Services,Non Profit",,,OH,
Sugati,sugatitravel.com,Richmond,GBR,2026-02-04T12:42:47.947954,2026-02-04T12:42:22.382000,None,B,None,"CRM,Information Technology,Software,Travel",12,33.0,North Yorkshire,
Suger,suger.io,San Francisco,USA,2026-02-02T17:24:25.777000,2026-02-02T17:24:25.777000,Zane Salameh,S1,I&C,"B2B,SaaS,Software",112,56.0,California,18500000
SUMA Wealth,sumawealth.com,Los Angeles,USA,2026-01-29T09:57:40.989472,2026-01-29T09:57:05.366000,None,B,None,"Finance,Financial Services,FinTech",37,3.0,California,14241200
Superinsight,superinsight.ai,Menlo Park,USA,2026-02-04T14:48:46.709000,2026-02-03T09:02:27.379000,None,C,None,"Artificial Intelligence (AI),Document Management,Legal Tech",8,14.0,California,905000
Supervest,supervest.com,New York,USA,2026-02-03T16:28:00,2026-02-03T16:28:00,None,B,None,"Finance,Financial Services,Impact Investing",17,21.0,New York,3092937
Supp,suppapp.com,Melbourne,AUS,2026-02-02T17:50:01.489000,2026-02-02T17:50:01.489000,Ainsley Radell,B,I&C,"Apps,Hospitality,Marketplace",34,-3.0,Victoria,841008
supplyco,supplyco.ai,York,USA,2026-01-28T16:37:22.357000,2026-01-28T16:37:22.357000,Chad Kemmerer,C,SW,"Artificial Intelligence (AI),Information Technology,Software",9,125.0,New York,
SureTest,suretest.health,Franklin,USA,2026-01-30T17:47:29.657000,2026-01-30T17:47:29.657000,Trevor Eckler,S2,SW,"Electronic Health Record (EHR),Health Care,Information Technology,Software",43,2.0,Tennessee,
SWYM.ai,swym.ai,New York,USA,2026-01-28T09:59:08.075000,2026-01-28T09:59:08.075000,James McGibbon,S3,SW,"Advertising,Artificial Intelligence (AI),Marketing Automation,Media and Entertainment,Software",17,21.0,New York,
Sync.com,sync.com,Toronto,CAN,2026-01-21T13:51:40.589000,2026-02-09T14:07:00,Ella Steinhilber,B,SW,"Cloud Computing,Cloud Storage,Collaboration,File Sharing,Privacy,Productivity Tools,Security,Software",50,4.0,Ontario,
Synchrony Ventures,synchrony.com,Stamford,USA,2026-01-29T14:43:08.575000,2026-01-29T14:43:08.575000,Jim Ferry,B,I&C,"Consumer Lending,Finance,Financial Services,Insurance,Venture Capital",,,CT,500000000
SynMax,synmax.com,Houston,USA,2026-02-04T11:18:00,2026-02-03T10:02:40.637000,Nikki Schwenk,S2,SW,"Analytics,Oil and Gas,Satellite Communication",77,33.0,Texas,19000000
Tabbed,tabbedinc.com,New York,USA,2026-02-02T08:55:49.716000,2026-02-02T08:55:49.716000,Juliet Fitzgerald,B,I&C,Software,11,38.0,New York,2600000
Tab Commerce,tabcommerce.com,Austin,USA,2026-02-03T09:41:06.200000,2026-02-03T09:41:06.200000,Zane Salameh,B,I&C,"Financial Services,FinTech,Payments",13,-19.0,Texas,3750000
Tank Payments,tankpayments.com,Austin,USA,2026-02-03T16:35:05.451000,2026-02-03T16:34:42.595000,Danielle Brown,S2,I&C,"Financial Services,FinTech,Freight Service,Logistics,Software",11,38.0,Texas,500000
tappengine,tappengine.com,Boston,USA,2026-02-02T19:05:02.684973,2026-01-29T18:02:31.475000,Zane Salameh,B,I&C,"B2B,Financial Services,SaaS",31,48.0,Massachusetts,11900000
Tarifflo,tarifflo.com,Provo,USA,2026-02-02T16:14:27.647000,2026-02-02T16:14:27.647000,Nikki Schwenk,C,SW,"Artificial Intelligence (AI),Information Technology,Internet",7,-22.0,Utah,20000
TaxNow,taxnow.com,Fort Lauderdale,USA,2026-01-29T09:23:02.375000,2026-01-29T09:23:02.375000,Chad Kemmerer,B,SW,Financial Services,17,31.0,Florida,
TechPOS,techpos.ca,Vancouver,CAN,2026-01-28T16:46:58.265000,2026-02-09T08:52:00,Zane Salameh,A,I&C,"Consumer Electronics,Information Technology,Software",33,74.0,British Columbia,
Telegraph,telegraph.io,Chicago,USA,2026-02-04T13:12:28.729000,2026-02-04T13:12:28.729000,Nikki Schwenk,S2,SW,"Logistics,Railroad,SaaS,Shipping,Supply Chain Management,Transportation",55,12.0,Illinois,13325000
Tembi - Market Intelligence,tembi.io,Copenhagen,DNK,2026-02-06T13:27:52.772000,2026-02-06T13:27:52.772000,Chad Kemmerer,B,SW,"Business Development,Business Process Automation (BPA),Data Management",26,13.0,Hovedstaden,3122903
Tendium,tendium.ai,Stockholm,SWE,2026-01-29T08:51:00,2026-01-29T08:51:00,Ella Steinhilber,B,SW,"Artificial Intelligence (AI),Business Intelligence,CivicTech,GovTech,Legal Tech,Machine Learning,Natural Language Processing,Procurement,SaaS,Software",88,19.0,Stockholm,1770000
Termgrid,termgrid.com,London,GBR,2026-01-29T17:29:36.876436,2026-01-29T16:30:00,Ella Steinhilber,S3,SW,"Finance,Financial Services,FinTech,SaaS,Software,Venture Capital",37,68.0,"London, City of",
Tether,tetherdata.io,San Francisco,USA,2026-02-04T10:10:11.606000,2026-02-04T10:10:11.606000,Cassidy Piersiak,B,I&C,"B2B,Internet,Software",6,0.0,California,
Tewke,tewke.com,London,GBR,2026-02-05T10:47:07.426151,2026-02-05T10:46:39.725000,None,C,None,"Clean Energy,CleanTech,Energy Efficiency,Energy Management,Smart Home",20,67.0,"London, City of",3290481
Textile,textile.dev,Wilmington,USA,2026-02-03T15:01:57.591845,2026-02-03T14:32:11.141000,None,B,None,None,87,118.0,Delaware,225000
Kanary,thekanary.com,Seattle,USA,2026-02-02T15:55:18.621000,2026-02-02T15:55:18.621000,Danielle Brown,B,I&C,Internet,,,WA,895000
The Money Platform,themoneyplatform.com,London,GBR,2026-02-03T13:09:53.550000,2026-02-03T13:09:53.550000,Ainsley Radell,B,I&C,FinTech,12,-20.0,"London, City of",1855280
The Receptionist,thereceptionist.com,Denver,USA,2026-01-28T15:10:29.640625,2026-01-28T15:09:37.221000,None,B,None,"Apps,iOS,Software",161,32.0,Colorado,
The Swarm,theswarm.com,San Francisco,USA,2026-02-06T13:17:17.694000,2026-02-06T13:17:17.694000,Chad Kemmerer,B,SW,"Business Development,Professional Networking,Recruiting,Sales,Software",15,-12.0,California,8000000
TalentMapper,thetalentmapper.com,London,GBR,2026-02-05T09:53:34.552000,2026-02-05T09:53:34.552000,Trevor Eckler,B,SW,"Artificial Intelligence (AI),Human Resources,Machine Learning",18,38.0,"London, City of",2443987
TIFF,tiff.net,Toronto,CAN,2026-01-28T01:33:06.728244,2026-01-28T10:42:00,Larry Cheng,A,I&C,"Association,Charity,Non Profit",,,ON,
Tilt,tilt.app,London,GBR,2026-02-04T14:43:51.013344,2026-02-04T14:43:27.886000,Cassidy Piersiak,S3,I&C,"Apps,E-Commerce,Shopping,Video Streaming",64,106.0,"London, City of",21101819
Titan,titanbanking.ai,New York,USA,2026-02-06T10:22:22.075000,2026-02-06T10:22:22.075000,Trevor Eckler,B,SW,None,11,38.0,New York,
Toolsey,toolsey.com,Fishers,USA,2026-01-29T15:56:52.136000,2026-01-29T15:47:29.329000,Hannah Ditmars,B,SW,"Artificial Intelligence (AI),Cloud Data Services,Information Technology,Lead Generation,Lead Management,Software",6,0.0,Indiana,331000
Tracts,tracts.co,Houston,USA,2026-02-06T11:07:30.591000,2026-02-06T11:07:30.591000,Trevor Eckler,S2,SW,"Energy,Oil and Gas,SaaS,Software",20,11.0,Texas,2300000
Tradeaze,tradeaze.uk,London,GBR,2026-01-30T10:39:25.138000,2026-01-30T10:39:25.138000,Hannah Ditmars,B,SW,None,14,40.0,"London, City of",1100000
Tradepost,tradepost.co,New York,USA,2026-01-30T13:37:44.465000,2026-01-30T13:37:44.465000,Juliet Fitzgerald,B,I&C,"E-Commerce,Internet of Things,Marketplace",4,0.0,New York,4649989
Travel Code,travel-code.com,St. Petersburg,USA,2026-02-06T11:04:19.831000,2026-02-06T11:04:19.831000,Trevor Eckler,B,SW,None,12,71.0,Florida,
Traycer,traycer.ai,San Francisco,USA,2026-02-06T09:48:23.831000,2026-02-06T09:48:23.831000,Trevor Eckler,B,SW,"Artificial Intelligence (AI),Developer Tools,SaaS,Software",11,57.0,California,40000
Trexity,trexity.com,Ottawa,CAN,2026-02-03T11:27:57.795000,2026-02-03T11:27:57.795000,Zane Salameh,S2,I&C,"Mobile,Shipping,Software",41,17.0,Ontario,6424446
TrialScreen,trialscreen.org,Prahran,AUS,2026-02-05T10:54:17.473731,2026-02-02T14:06:04.857000,None,C,None,None,13,18.0,Victoria,
TRIC Robotics,tricrobotics.com,San Luis Obispo,USA,2026-01-30T17:27:15.903078,2026-01-30T17:11:15.602000,None,C,None,"Agriculture,AgTech,Information Technology",12,0.0,California,5756000
trustware,trustware.io,Wilmington,USA,2026-02-04T18:40:44.984000,2026-02-04T18:40:44.984000,Juliet Fitzgerald,B,I&C,"Blockchain,Cryptocurrency,Cyber Security",11,57.0,Delaware,120000
Guac,tryguac.co,Dover,USA,2026-02-06T10:29:17.875000,2026-02-06T10:29:17.875000,Nikki Schwenk,A,SW,"Artificial Intelligence (AI),Information Services,Retail Technology,Supply Chain Management",,,DE,2800000
Once,tryonce.com,Covina,USA,2026-02-02T12:08:43.520000,2026-02-02T12:08:43.520000,Cassidy Piersiak,B,I&C,"EdTech,Education,Reading Apps",28,12.0,California,4191000
SkyLink,tryskylink.com,San Francisco,USA,2026-02-04T11:12:36.189000,2026-02-04T11:12:36.189000,Cassidy Piersiak,A,I&C,"Artificial Intelligence (AI),SaaS,Travel",20,33.0,California,500000
Slate,tryslatehq.com,Vancouver,CAN,2026-02-02T11:40:12.378000,2026-02-02T11:40:12.378000,Zane Salameh,C,I&C,"B2B,Finance,Financial Services,FinTech",7,0.0,British Columbia,944000
Specter,tryspecter.com,London,GBR,2026-02-03T10:34:32.789000,2026-02-03T10:34:32.789000,Trevor Eckler,S2,SW,"Analytics,Information Technology,Internet,Software,Venture Capital",53,15.0,"London, City of",
tuck.,tuckapp.co,London,GBR,2026-02-02T14:59:53.132000,2026-02-02T14:59:53.132000,Ainsley Radell,B,I&C,"Information Technology,Marketing,Mobile Apps,Software",16,23.0,"London, City of",830297
Tuhk Inc.,tuhk.com,Toronto,CAN,2026-01-30T13:31:00,2026-01-30T13:31:00,None,C,None,"Business Development,Business Intelligence,Software",11,175.0,Ontario,6000000
Twosense,twosense.ai,New York,USA,2026-02-05T14:46:07.779000,2026-02-05T14:46:07.779000,Hannah Ditmars,C,SW,"Artificial Intelligence (AI),Biometrics,Cyber Security,Enterprise,Identity Management,Security,Software",12,-25.0,New York,6653000
TxtCart 💬,txtcartapp.com,New York,USA,2026-01-29T14:03:58.134000,2026-01-29T14:03:30.142000,Juliet Fitzgerald,S2,I&C,"E-Commerce,Marketing,SMS,Software",18,6.0,New York,
Ultimarii,ultimarii.com,Calgary,CAN,2026-02-02T13:34:06.045000,2026-02-02T13:34:06.045000,James McGibbon,B,SW,"Artificial Intelligence (AI),Information Technology,Internet",16,129.0,Alberta,3371503
Understory,understoryagency.com,Atlanta,USA,2026-01-29T12:25:34.244000,2026-01-29T12:25:34.244000,Nikki Schwenk,S2,SW,None,25,92.0,Georgia,
Unit 221B,unit221b.com,New York,USA,2026-02-06T16:33:39.087000,2026-02-06T16:33:39.087000,Hannah Ditmars,B,SW,"Cyber Security,Information Technology,Security",18,-5.0,New York,5000000
Unsloth AI,unsloth.ai,San Francisco,USA,2026-02-05T12:02:49.869000,2026-02-05T12:02:49.869000,Nikki Schwenk,A+,SW,"Artificial Intelligence (AI),Generative AI,Machine Learning,Open Source,Software",12,50.0,California,540000
Unstuck Engine,unstuckengine.com,Los Angeles,USA,2026-02-03T20:27:00,2026-02-03T20:27:00,None,B,None,"Artificial Intelligence (AI),Consumer Software,Software",11,22.0,California,125000
Uplevyl,uplevyl.com,Austin,USA,2026-02-03T15:02:53.644000,2026-02-03T14:34:10.529000,Ainsley Radell,B,I&C,"Information Technology,Women's",24,26.0,Texas,
Bruno,usebruno.com,Austin,USA,2026-02-06T11:11:33.089000,2026-02-06T11:11:33.089000,Trevor Eckler,B,SW,"Developer APIs,Information Technology,Open Source",37,85.0,Texas,
Horizon AI,usehorizon.ai,San Francisco,USA,2026-02-05T12:33:00.075831,2026-02-05T12:31:56.021000,None,B,None,"Artificial Intelligence (AI),Banking,Enterprise Software,Financial Services,Management Consulting,Productivity Tools,SaaS",,,CA,
Usul,usul.com,Palo Alto,USA,2026-02-02T14:33:13.359000,2026-02-02T14:32:42.322000,Nikki Schwenk,B,SW,"B2B,Business Development,Finance",12,140.0,California,3300000
Utility Valet,utilityvalet.io,Dallas,USA,2026-02-02T18:57:28.489519,2026-02-02T12:10:00,None,C,None,None,9,13.0,Texas,
Valid8 Financial,valid8financial.com,Seattle,USA,2026-02-01T20:04:36.902000,2026-02-01T20:04:36.902000,Tomy Han,S2,SW,"Banking,Finance,Financial Services,FinTech",47,24.0,Washington,21019635
ValidMind,validmind.com,Palo Alto,USA,2026-01-31T00:56:43.168000,2026-01-31T00:56:43.168000,James McGibbon,B,SW,"Artificial Intelligence (AI),Financial Services,Information Technology,Risk Management,Software",35,21.0,California,8100000
Valos,valos.ai,London,GBR,2026-02-02T14:03:35.233000,2026-02-02T14:03:35.233000,Trevor Eckler,B,SW,"Online Portals,Real Estate,Software",19,36.0,"London, City of",
Varsity Hype,varsityhype.com,Houston,USA,2026-02-02T16:44:26.789000,2026-02-02T16:44:26.789000,Juliet Fitzgerald,A,I&C,"Analytics,College Recruiting,Information Technology,Performing Arts,Software,Sports",9,13.0,Texas,295000
Vaultik,vaultik.com,London,GBR,2025-10-07T09:04:46.468000,2026-02-09T09:56:00,Ainsley Radell,C,I&C,None,9,-44.0,"London, City of",2650000
Vector,vector.co,Boston,USA,2026-01-30T12:09:26.825000,2026-01-30T12:09:26.825000,Danielle Brown,S2,I&C,None,72,200.0,Massachusetts,2000000
Veeton,veeton.com,Paris,FRA,2026-02-02T11:40:09.048000,2026-02-02T11:40:09.048000,Juliet Fitzgerald,B,I&C,"Artificial Intelligence (AI),Fashion,Photography",14,56.0,Île-de-France,2161461
Venios,venios.de,Frankfurt,GER,2026-01-30T16:23:12.301426,2026-01-30T12:09:32.127000,Hannah Ditmars,S1,SW,"Real Time,Software",24,4.0,Hesse,801000
Veritas,veritasdataresearch.com,Claymont,USA,2026-02-02T11:55:42.515293,2026-02-02T11:55:28.842000,None,B,None,"Analytics,Information Services,Professional Services",14,17.0,Delaware,
